---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 83-1  2.515e+02  [0 1.000e+00 1.477e-01 9.989e-06]  [1329 0 47]
 ST 83-2  2.533e+02  [-98 1.230e-05 1.817e-06 9.981e-06]  [2461 -1 85]
 ST 83-3s 2.540e+02  [-195 1.638e-10 2.421e-11 3.751e-02]  [636 -1 62]
 ST 84-1  2.559e+02  [0 1.000e+00 1.511e-01 9.999e-06]  [1332 0 46]
 ST 84-2  2.578e+02  [-98 1.248e-05 1.886e-06 9.995e-06]  [2334 -2 86]
 ST 84-3s 2.585e+02  [-195 1.639e-10 2.478e-11 3.656e-02]  [566 0 57]
 ST 85-1  2.615e+02  [0 1.000e+00 1.547e-01 9.963e-06]  [1370 -2 34]
 ST 85-2  2.639e+02  [-97 1.333e-05 2.063e-06 9.985e-06]  [2389 -2 85]
 ST 85-3s 2.648e+02  [-195 1.712e-10 2.649e-11 3.420e-02]  [628 -1 59]
 ST 86-1  2.671e+02  [0 1.000e+00 1.585e-01 9.970e-06]  [1390 -1 51]
 ST 86-2  2.690e+02  [-97 1.388e-05 2.201e-06 9.994e-06]  [2261 -1 83]
 ST 86-3s 2.695e+02  [-195 1.741e-10 2.760e-11 3.273e-02]  [436 -1 51]
 ST 87-1  2.715e+02  [0 1.000e+00 1.625e-01 9.976e-06]  [1383 0 50]
 ST 87-2  2.739e+02  [-97 1.362e-05 2.213e-06 9.990e-06]  [2538 -2 87]
 ST 87-3s 2.748e+02  [-195 1.712e-10 2.782e-11 3.253e-02]  [565 0 62]
 ST 88-1  2.773e+02  [0 1.000e+00 1.665e-01 9.991e-06]  [1359 -1 47]
 ST 88-2  2.795e+02  [-97 1.305e-05 2.174e-06 9.917e-06]  [2082 -2 84]
 ST 88-3s 2.804e+02  [-195 1.657e-10 2.759e-11 3.280e-02]  [656 -2 60]
 ST 89-1  2.826e+02  [0 1.000e+00 1.707e-01 9.963e-06]  [1345 -1 41]
 ST 89-2  2.842e+02  [-97 1.327e-05 2.265e-06 9.985e-06]  [2053 0 82]
 ST 89-3s 2.846e+02  [-195 1.676e-10 2.861e-11 3.155e-02]  [382 -3 47]
 ST 90-1  2.862e+02  [0 1.000e+00 1.750e-01 9.999e-06]  [1357 -1 44]
 ST 90-2  2.874e+02  [-97 1.381e-05 2.418e-06 9.999e-06]  [2063 -1 83]
