---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 69-1  1.869e+01  [0 1.000e+00 2.341e-01 9.968e-06]  [397 -7 14]
 ST 69-2  1.874e+01  [-76 1.541e-04 3.607e-05 9.851e-06]  [471 -1 46]
 ST 69-3s 1.879e+01  [-150 2.882e-08 6.746e-09 1.076e-04]  [388 -5 39]
 ST 70-1  1.893e+01  [0 1.000e+00 2.411e-01 9.839e-06]  [389 -5 14]
 ST 70-2  1.898e+01  [-76 1.569e-04 3.784e-05 9.865e-06]  [451 -8 49]
 ST 70-3s 1.903e+01  [-151 2.740e-08 6.607e-09 1.092e-04]  [383 -4 43]
 ST 71-1  1.916e+01  [0 1.000e+00 2.478e-01 9.858e-06]  [381 -4 16]
 ST 71-2  1.921e+01  [-76 1.564e-04 3.875e-05 9.886e-06]  [441 -7 47]
 ST 71-3s 1.925e+01  [-151 2.604e-08 6.454e-09 1.122e-04]  [383 -4 41]
 ST 72-1  1.942e+01  [0 1.000e+00 2.522e-01 9.998e-06]  [389 -5 12]
 ST 72-2  1.947e+01  [-76 1.507e-04 3.801e-05 9.968e-06]  [439 -6 46]
 ST 72-3s 1.952e+01  [-151 2.681e-08 6.762e-09 1.074e-04]  [385 -4 46]
 ST 73-1  1.966e+01  [0 1.000e+00 2.582e-01 9.933e-06]  [393 -6 15]
 ST 73-2  1.971e+01  [-76 1.468e-04 3.790e-05 9.833e-06]  [440 -6 49]
 ST 73-3s 1.975e+01  [-151 2.611e-08 6.743e-09 1.063e-04]  [385 -4 43]
 ST 74-1  1.992e+01  [0 1.000e+00 2.708e-01 9.845e-06]  [401 -8 13]
 ST 74-2  1.997e+01  [-75 1.725e-04 4.672e-05 9.985e-06]  [442 -7 44]
 ST 74-3s 2.002e+01  [-151 2.548e-08 6.900e-09 1.037e-04]  [382 -4 42]
 ST 75-1  2.018e+01  [0 1.000e+00 2.691e-01 9.805e-06]  [398 -7 15]
 ST 75-2  2.023e+01  [-76 1.467e-04 3.947e-05 9.885e-06]  [437 -6 46]
 ST 75-3s 2.027e+01  [-152 2.424e-08 6.523e-09 1.114e-04]  [376 -3 44]
 ST 76-1  2.046e+01  [0 1.000e+00 2.815e-01 9.924e-06]  [388 -5 10]
 ST 76-2  2.051e+01  [-76 1.471e-04 4.142e-05 9.874e-06]  [434 -5 47]
 ST 76-3s 2.056e+01  [-152 2.395e-08 6.743e-09 1.072e-04]  [377 -3 41]
 ST 77-1  2.069e+01  [0 1.000e+00 2.861e-01 9.803e-06]  [381 -4 14]
 ST 77-2  2.074e+01  [-75 1.616e-04 4.622e-05 9.871e-06]  [427 -4 44]
 ST 77-3s 2.079e+01  [-152 2.412e-08 6.900e-09 1.044e-04]  [375 -2 40]
 ST 78-1  2.097e+01  [0 1.000e+00 2.971e-01 9.986e-06]  [356 -10 10]
 ST 78-2  2.102e+01  [-76 1.576e-04 4.681e-05 9.889e-06]  [426 -4 45]
 ST 78-3s 2.108e+01  [-153 2.081e-08 6.182e-09 1.173e-04]  [359 0 49]
 ST 79-1  2.121e+01  [0 1.000e+00 3.041e-01 9.802e-06]  [351 -9 15]
 ST 79-2  2.126e+01  [-74 1.798e-04 5.467e-05 9.813e-06]  [431 -5 45]
 ST 79-3s 2.130e+01  [-153 2.113e-08 6.423e-09 1.125e-04]  [338 -7 40]
 ST 80-1  2.147e+01  [0 1.000e+00 3.106e-01 9.914e-06]  [361 -1 13]
 ST 80-2  2.154e+01  [-74 1.848e-04 5.741e-05 9.874e-06]  [437 -6 38]
 ST 80-3s 2.158e+01  [-153 2.109e-08 6.551e-09 1.111e-04]  [341 -7 38]
 ST 81-1  2.172e+01  [0 1.000e+00 3.160e-01 9.905e-06]  [360 0 13]
 ST 81-2  2.177e+01  [-74 1.926e-04 6.085e-05 9.917e-06]  [438 -7 51]
 ST 81-3s 2.182e+01  [-153 2.058e-08 6.501e-09 1.110e-04]  [341 -7 41]
 ST 82-1  2.195e+01  [0 1.000e+00 3.185e-01 9.865e-06]  [351 -8 14]
 ST 82-2  2.200e+01  [-73 2.008e-04 6.396e-05 9.871e-06]  [433 -6 47]
 ST 82-3s 2.205e+01  [-153 2.083e-08 6.633e-09 1.090e-04]  [339 -7 39]
 ST 83-1  2.226e+01  [0 1.000e+00 3.231e-01 9.917e-06]  [345 -7 8]
 ST 83-2  2.230e+01  [-73 2.139e-04 6.913e-05 9.926e-06]  [424 -4 46]
 ST 83-3s 2.235e+01  [-153 2.187e-08 7.068e-09 1.016e-04]  [339 -7 40]
 ST 84-1  2.250e+01  [0 1.000e+00 3.247e-01 9.974e-06]  [315 -1 13]
 ST 84-2  2.255e+01  [-72 2.345e-04 7.614e-05 9.951e-06]  [420 -2 45]
 ST 84-3s 2.260e+01  [-152 2.494e-08 8.098e-09 8.869e-05]  [346 -8 39]
 ST 85-1  2.273e+01  [0 1.000e+00 3.385e-01 9.931e-06]  [348 -7 13]
 ST 85-2  2.278e+01  [-69 3.544e-04 1.200e-04 9.975e-06]  [439 -6 45]
 ST 85-3s 2.283e+01  [-151 2.714e-08 9.186e-09 7.904e-05]  [360 0 40]
 ST 86-1  2.296e+01  [0 1.000e+00 3.326e-01 9.822e-06]  [378 -4 14]
 ST 86-2  2.301e+01  [-67 4.080e-04 1.357e-04 9.870e-06]  [435 -5 44]
 ST 86-3s 2.306e+01  [-150 3.004e-08 9.994e-09 7.209e-05]  [355 -10 44]
 ST 87-1  2.322e+01  [0 1.000e+00 3.334e-01 9.993e-06]  [396 -7 15]
 ST 87-2  2.327e+01  [-66 4.740e-04 1.580e-04 9.858e-06]  [412 0 51]
 ST 87-3s 2.332e+01  [-149 3.169e-08 1.056e-08 6.889e-05]  [355 -10 41]
 ST 88-1  2.348e+01  [0 1.000e+00 3.166e-01 9.905e-06]  [397 -7 13]
 ST 88-2  2.352e+01  [-66 4.984e-04 1.578e-04 9.934e-06]  [406 -9 44]
 ST 88-3s 2.357e+01  [-150 3.159e-08 1.000e-08 7.266e-05]  [346 -9 40]
 ST 89-1  2.371e+01  [0 1.000e+00 2.136e-01 9.966e-06]  [398 -8 15]
 ST 89-2  2.376e+01  [-66 4.882e-04 1.043e-04 9.874e-06]  [398 -8 44]
 ST 89-3s 2.380e+01  [-152 2.359e-08 5.039e-09 1.421e-04]  [325 -4 39]
 ST 90-1  2.394e+01  [0 1.000e+00 3.255e-01 9.959e-06]  [410 0 16]
 ST 90-2  2.398e+01  [-47 4.086e-03 1.330e-03 9.881e-06]  [333 -4 40]
 ST 90-3s 2.404e+01  [-133 2.102e-07 6.842e-08 1.045e-05]  [485 -4 45]
 ST 91-1  2.422e+01  [0 1.000e+00 4.227e-01 9.837e-06]  [389 -6 11]
 ST 91-2  2.427e+01  [-46 4.609e-03 1.948e-03 9.836e-06]  [343 -7 42]
 ST 91-3s 2.432e+01  [-131 2.786e-07 1.178e-07 9.962e-06]  [449 -9 48]
 ST 92-1  2.446e+01  [0 1.000e+00 5.488e-01 9.859e-06]  [381 -4 13]
