---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
 ST 79-1  3.173e+01  [0 1.000e+00 1.799e-01 9.638e-06]  [213 -3 5]
 ST 79-2  3.180e+01  [-68 3.559e-04 6.403e-05 9.763e-06]  [186 -15 16]
 ST 79-3s 3.186e+01  [-169 3.479e-09 6.258e-10 1.272e-03]  [136 -15 10]
 ST 80-1  3.211e+01  [0 1.000e+00 1.718e-01 9.665e-06]  [202 -24 4]
 ST 80-2  3.217e+01  [-78 1.224e-04 2.103e-05 9.585e-06]  [198 -22 16]
 ST 80-3s 3.223e+01  [-178 1.184e-09 2.034e-10 3.906e-03]  [112 -3 9]
 ST 81-1  3.248e+01  [0 1.000e+00 1.840e-01 9.811e-06]  [215 -4 4]
 ST 81-2  3.254e+01  [-71 2.774e-04 5.104e-05 9.801e-06]  [190 -17 14]
 ST 81-3s 3.260e+01  [-171 2.724e-09 5.012e-10 1.623e-03]  [123 -9 8]
 ST 82-1  3.286e+01  [0 1.000e+00 1.647e-01 9.554e-06]  [196 -21 4]
 ST 82-2  3.292e+01  [-80 9.947e-05 1.639e-05 9.490e-06]  [197 -21 16]
 ST 82-3s 3.298e+01  [-180 9.591e-10 1.580e-10 5.128e-03]  [101 -26 9]
 ST 83-1  3.323e+01  [0 1.000e+00 1.683e-01 9.664e-06]  [213 -3 5]
 ST 83-2  3.329e+01  [-73 2.224e-04 3.742e-05 9.604e-06]  [193 -19 16]
 ST 83-3s 3.336e+01  [-173 2.141e-09 3.603e-10 2.189e-03]  [121 -8 11]
 ST 84-1  3.361e+01  [0 1.000e+00 1.472e-01 9.793e-06]  [197 -21 4]
 ST 84-2  3.367e+01  [-85 5.302e-05 7.805e-06 9.841e-06]  [208 -2 17]
 ST 84-3s 3.373e+01  [-185 5.567e-10 8.196e-11 9.682e-03]  [93 -21 7]
 ST 85-1  3.401e+01  [0 1.000e+00 1.696e-01 9.911e-06]  [209 -1 4]
 ST 85-2  3.408e+01  [-75 1.712e-04 2.902e-05 9.474e-06]  [196 -21 17]
 ST 85-3s 3.415e+01  [-175 1.632e-09 2.767e-10 2.878e-03]  [118 -7 9]
 ST 86-1  3.440e+01  [0 1.000e+00 1.394e-01 9.716e-06]  [194 -19 4]
 ST 86-2  3.447e+01  [-85 5.087e-05 7.093e-06 9.757e-06]  [208 -2 16]
 ST 86-3s 3.453e+01  [-185 5.412e-10 7.546e-11 1.081e-02]  [92 -20 8]
 ST 87-1  3.479e+01  [0 1.000e+00 1.464e-01 9.770e-06]  [211 -2 5]
 ST 87-2  3.485e+01  [-77 1.315e-04 1.925e-05 9.556e-06]  [199 -23 16]
 ST 87-3s 3.491e+01  [-177 1.272e-09 1.863e-10 4.204e-03]  [110 -2 10]
 ST 88-1  3.517e+01  [0 1.000e+00 1.396e-01 9.802e-06]  [195 -20 4]
 ST 88-2  3.523e+01  [-87 4.176e-05 5.828e-06 9.600e-06]  [213 -4 19]
 ST 88-3s 3.529e+01  [-186 4.534e-10 6.328e-11 1.230e-02]  [82 -16 5]
 ST 89-1  3.554e+01  [0 1.000e+00 1.364e-01 9.969e-06]  [203 -25 4]
 ST 89-2  3.560e+01  [-79 1.015e-04 1.384e-05 9.691e-06]  [200 -23 16]
 ST 89-3s 3.566e+01  [-179 1.007e-09 1.373e-10 5.814e-03]  [99 -25 8]
 ST 90-1  3.590e+01  [0 1.000e+00 1.490e-01 9.952e-06]  [191 -18 5]
 ST 90-2  3.596e+01  [-86 4.747e-05 7.073e-06 9.759e-06]  [210 -3 17]
 ST 90-3s 3.602e+01  [-185 5.026e-10 7.489e-11 1.077e-02]  [87 -18 9]
 ST 91-1  3.626e+01  [0 1.000e+00 1.201e-01 9.812e-06]  [204 -25 5]
